datetime,open,high,low,close,volume
2016-09-09,618.25,628.69,627.97,622.07,4502.86557587
2016-09-08,613.43,631.3,615.22,627.97,5225.03677269
2016-09-07,609.21,618.53,612.99,615.21,4680.9577166
2016-09-06,605.47,612.99,605.93,612.99,4169.69788463
2016-09-05,601.63,611.99,611.94,605.69,3010.75003224
2016-09-04,597.52,617.13,600.93,611.92,4592.85098189
2016-09-03,574.67,600.99,576.41,600.91,4707.9044818
2016-09-02,570.0,577.97,572.94,576.21,4827.43459895
2016-09-01,568.12,573.31,572.89,573.02,5203.40066602
2016-08-31,569.21,575.15,574.95,572.89,4439.62383694
2016-08-30,572.53,576.83,573.21,574.95,4175.84646427
2016-08-29,571.24,577.73,575.41,573.21,4569.5624841
2016-08-28,569.65,575.41,570.83,575.41,2587.45426087
2016-08-27,568.95,579.45,579.29,570.84,3059.49308936
2016-08-26,574.85,579.86,575.57,579.29,3354.18317104
2016-08-25,573.12,579.0,578.68,575.58,4109.11256132
2016-08-24,575.29,582.68,582.39,578.47,3857.02318764
2016-08-23,577.47,586.77,585.19,582.39,5092.27462505
2016-08-22,579.22,586.99,581.34,585.2,4493.44110907
2016-08-21,579.34,583.99,581.72,581.29,2442.63374814
2016-08-20,572.38,583.92,573.68,581.87,3581.22425349
2016-08-19,572.68,576.99,574.05,573.67,4038.30300064
2016-08-18,573.0,576.99,574.45,574.09,3964.9989895
2016-08-17,569.67,581.99,579.02,574.45,4509.7743737
2016-08-16,566.09,581.99,567.85,579.02,4692.46182455
2016-08-15,561.56,574.97,574.97,567.79,4403.16173516
2016-08-14,565.19,586.49,586.45,574.99,4154.4769823
2016-08-13,586.0,589.5,587.68,586.45,2839.70446781
2016-08-12,583.62,590.09,587.9,587.74,3870.89068755
2016-08-11,585.6,599.99,594.94,587.91,5062.58283783
2016-08-10,583.29,601.09,586.75,594.94,9439.72597721
2016-08-09,585.38,594.04,591.58,586.45,4817.62624738
2016-08-08,590.0,595.99,595.14,591.48,3852.03062424
2016-08-07,587.2,598.65,591.7,595.14,3288.65737176
2016-08-06,574.5,591.72,583.0,591.71,3907.87281274
2016-08-05,570.39,592.87,587.5,583.0,5478.38879554
2016-08-04,562.11,599.95,573.35,587.5,9514.32837515
2016-08-03,519.3,576.0,538.8,573.36,20292.859717
2016-08-02,483.0,613.38,604.87,537.47,14839.34615984
2016-08-01,599.0,629.34,626.97,605.2,7981.71787362
2016-07-31,621.37,657.0,655.95,626.97,6299.64138309
2016-07-30,652.95,658.98,657.18,655.87,2980.08541508
2016-07-29,651.0,659.0,657.4,657.0,4246.21269481
2016-07-28,654.1,659.97,657.0,657.4,3832.98840948
2016-07-27,646.56,658.99,654.06,657.35,5175.14137436
2016-07-26,645.0,658.99,657.99,654.06,6470.74022151
2016-07-25,653.77,664.13,660.92,657.79,4101.53773839
2016-07-24,655.01,666.37,657.68,661.0,3423.08122968
2016-07-23,653.92,662.35,654.7,657.5,4379.51140552
2016-07-22,647.59,669.94,667.27,654.67,7371.96466565
2016-07-21,661.19,668.4,667.15,667.28,3967.87180841
2016-07-20,664.6,674.99,673.98,666.92,3603.86279956
2016-07-19,666.17,676.87,675.51,673.98,3799.77117828
2016-07-18,670.0,684.94,680.0,675.5,4547.72178477
2016-07-17,665.95,680.99,666.3,680.0,3944.42402405
2016-07-16,662.01,669.99,667.48,666.32,2908.02982543
2016-07-15,660.68,669.98,661.4,667.48,4725.74361249
2016-07-14,640.0,663.99,655.3,661.65,4649.64369535
2016-07-13,654.86,671.45,666.25,655.34,21882.00922995
2016-07-12,648.6,675.5,651.25,666.56,10666.08971384
2016-07-11,648.11,664.27,652.43,650.97,4815.437046
2016-07-10,641.0,657.61,657.6,652.44,3705.89414753
2016-07-09,608.0,667.3,667.07,657.61,9607.6959149
2016-07-08,638.04,667.33,641.97,667.33,11055.36574175
2016-07-07,611.94,683.44,678.79,641.97,12281.48061343
2016-07-06,665.0,680.79,669.75,678.79,5668.23807828
2016-07-05,662.51,682.37,681.98,669.87,5043.81182652
2016-07-04,653.16,683.69,664.09,681.98,4327.4107689
2016-07-03,651.0,705.25,705.25,663.55,6495.70846259
2016-07-02,676.92,705.21,678.09,704.95,4977.98046916
2016-07-01,667.0,688.99,673.5,678.19,6839.68854227
2016-06-30,635.14,675.0,639.41,673.49,7764.24646799
2016-06-29,630.02,648.43,648.43,639.42,6485.12685807
2016-06-28,638.0,663.53,657.86,648.43,5696.74677715
2016-06-27,630.0,659.98,638.56,657.87,6624.33980245
2016-06-26,625.01,675.19,673.71,638.56,5678.38601546
2016-06-25,650.0,699.0,669.98,673.71,7691.56323655
2016-06-24,631.01,700.0,631.1,669.98,19078.84530672
2016-06-23,544.13,637.89,606.13,631.1,20474.00358887
2016-06-22,568.11,679.99,667.88,604.5,15592.43638084
2016-06-21,628.6,718.26,706.47,667.66,26110.68887273
2016-06-20,701.01,768.94,768.94,703.12,9837.24384715
2016-06-19,744.77,771.92,759.0,768.76,5442.63878549
2016-06-18,734.8,785.15,752.0,758.99,9594.92358376
2016-06-17,709.01,778.5,769.71,752.26,14007.79895098
2016-06-16,698.76,777.68,698.76,769.76,16806.85873763
2016-06-15,673.0,699.3,684.99,698.78,7913.03547125
2016-06-14,650.02,706.45,706.02,684.95,12443.0955638
2016-06-13,663.55,720.0,677.45,706.01,15497.40307056
2016-06-12,605.0,687.71,609.5,677.86,18004.01737962
2016-06-11,580.31,610.0,580.31,609.5,5542.22525864
2016-06-10,573.5,581.0,577.47,580.31,5659.48661659
2016-06-09,574.0,583.48,583.19,577.46,4979.63044035
2016-06-08,572.96,583.99,579.72,583.21,5661.74917272
2016-06-07,475.0,590.95,586.75,579.71,10079.83684173
2016-06-06,575.0,588.15,575.17,586.77,6791.26453533
2016-06-05,570.22,585.0,576.31,575.17,4984.2494482
2016-06-04,564.29,594.64,571.09,576.31,6932.07537817
2016-06-03,535.96,578.0,538.06,571.25,10203.7254522
2016-06-02,531.86,541.2,534.85,537.87,6329.87872329
2016-06-01,524.39,541.5,531.25,534.84,5736.65283224
2016-05-31,520.01,544.9,532.56,531.34,8491.97268136
2016-05-30,519.0,541.0,525.22,532.55,5960.33332201
2016-05-29,491.01,549.99,523.35,525.22,9957.52724318
2016-05-28,470.13,539.49,471.21,523.25,12107.45659727
2016-05-27,454.35,476.75,454.97,471.27,9888.02648828
2016-05-26,449.0,454.99,451.45,454.97,5843.88197402
2016-05-25,446.86,452.42,446.98,451.49,6167.95576946
2016-05-24,440.5,448.5,445.56,446.99,6536.8124736
2016-05-23,440.79,446.3,442.45,445.67,5659.42935339
2016-05-22,440.89,446.45,446.27,442.48,3779.58274056
2016-05-21,441.88,446.99,445.52,446.28,3945.71821234
2016-05-20,435.5,445.85,437.91,445.65,7178.735362
2016-05-19,435.0,456.41,455.56,438.38,8412.58613924
2016-05-18,453.6,457.88,454.19,455.56,5512.42378222
2016-05-17,452.2,457.49,455.64,454.19,6033.90842585
2016-05-16,451.48,461.59,461.48,455.66,6019.17236655
2016-05-15,458.49,463.62,458.9,461.47,3269.98252507
2016-05-14,456.0,459.83,457.97,458.9,3295.1997074
2016-05-13,453.84,458.03,456.48,457.98,5404.20702972
2016-05-12,449.27,456.57,454.56,456.48,6119.04462476
2016-05-11,452.5,458.65,452.77,454.37,5746.40549365
2016-05-10,448.2,465.0,464.15,452.78,6814.25705519
2016-05-09,459.41,465.9,462.6,464.16,5882.94056987
2016-05-08,457.5,465.0,461.91,462.79,3275.57794242
2016-05-07,459.55,464.0,462.31,461.91,3463.8802064
2016-05-06,448.84,463.73,449.99,462.31,6193.77720515
2016-05-05,447.0,451.56,448.59,449.98,5336.21991152
2016-05-04,446.76,453.23,452.21,448.68,4883.54001476
2016-05-03,443.61,453.29,446.53,452.21,5892.48138372
2016-05-02,440.02,457.63,456.98,446.42,7694.20823194
2016-05-01,451.55,457.07,454.02,456.98,2941.67587876
2016-04-30,450.13,459.33,458.8,454.02,4710.2895045
2016-04-29,448.5,459.44,451.67,458.82,5965.09735013
2016-04-28,434.79,451.88,445.3,451.68,7644.69210461
2016-04-27,434.0,470.79,470.3,445.31,11629.49770098
2016-04-26,464.01,472.11,466.17,470.59,7471.24056177
2016-04-25,454.65,472.38,464.47,466.17,9493.32784683
2016-04-24,454.55,465.0,455.68,464.46,6188.49079492
2016-04-23,447.03,455.84,448.57,455.69,4618.30821378
2016-04-22,445.07,452.95,452.25,448.41,6814.7817311
2016-04-21,441.99,453.8,442.87,452.25,7693.43100861
2016-04-20,436.17,444.07,437.06,442.96,7150.95669528
2016-04-19,429.22,438.2,430.9,437.06,6226.60528301
2016-04-18,428.44,434.46,431.08,430.97,5277.32120606
2016-04-17,429.15,434.93,433.69,431.0,3299.73395797
2016-04-16,429.89,434.89,430.82,433.39,4133.98598682
2016-04-15,425.72,431.1,426.35,430.93,4184.00939072
2016-04-14,424.52,428.0,425.58,426.32,4732.22672175
2016-04-13,423.59,429.44,427.8,425.58,5885.07514476
2016-04-12,423.14,429.77,423.95,427.8,6997.06357807
2016-04-11,420.15,424.0,423.29,423.94,5093.21825161
2016-04-10,419.46,423.99,419.46,423.4,2990.03664436
2016-04-09,415.51,419.79,419.48,419.46,3519.98911149
2016-04-08,415.71,424.65,421.99,419.48,6437.97595515
2016-04-07,419.41,422.74,421.36,421.99,5026.31118662
2016-04-06,420.61,423.0,422.4,421.46,5211.96140153
2016-04-05,418.01,423.43,419.48,422.36,5727.68629636
2016-04-04,417.58,421.0,420.08,419.47,5323.83529462
2016-04-03,418.33,420.8,419.95,420.16,3266.97381272
2016-04-02,417.04,420.5,417.68,419.95,3952.0183139
2016-04-01,414.12,417.68,416.03,417.68,5353.92318385
2016-03-31,412.74,417.6,412.97,416.03,5235.54278385
2016-03-30,407.56,416.41,416.4,412.79,5831.49360379
2016-03-29,407.75,424.62,422.92,416.39,7361.85527519
2016-03-28,419.63,425.36,425.29,423.0,5717.86007067
2016-03-27,416.35,426.5,416.96,425.3,4658.09803054
2016-03-26,414.37,417.77,416.42,416.97,3641.00285678
2016-03-25,411.0,416.87,412.86,416.41,4598.6610383
2016-03-24,410.0,417.72,417.53,412.95,5064.58936525
2016-03-23,413.95,418.99,416.66,417.53,5506.91945281
2016-03-22,411.0,417.79,411.98,416.66,6124.69185606
2016-03-21,406.89,412.13,411.25,412.0,6020.51810823
2016-03-20,409.36,415.34,410.09,411.27,4726.10717472
2016-03-19,404.72,411.0,409.66,410.2,4840.13357914
2016-03-18,399.21,418.66,418.42,409.65,8597.5867638
2016-03-17,415.7,419.75,416.06,418.41,6108.4432848
2016-03-16,413.0,416.39,415.41,416.07,6274.8088109
2016-03-15,412.48,416.94,415.02,415.41,7355.07959993
2016-03-14,411.61,415.84,412.51,415.02,6672.7126524
2016-03-13,410.01,416.38,410.56,412.52,4663.32879725
2016-03-12,406.52,421.3,419.48,410.58,6897.105099
2016-03-11,414.97,421.0,415.98,419.39,7041.45814304
2016-03-10,410.71,416.52,412.64,415.98,7909.17586749
2016-03-09,408.75,414.0,411.18,412.8,5399.36136204
2016-03-08,407.4,416.33,412.21,411.18,7501.47649557
2016-03-07,395.0,418.74,403.24,412.21,9910.74424239
2016-03-06,385.01,409.27,396.13,403.24,7676.29322299
2016-03-05,381.09,408.83,407.38,396.08,14903.33778457
2016-03-04,405.5,422.21,418.76,407.35,8961.10957184
2016-03-03,408.63,422.8,420.44,418.8,11833.72087093
2016-03-02,418.36,435.36,433.03,420.39,7437.60843525
2016-03-01,427.5,437.78,436.41,433.08,7580.23306278
2016-02-29,431.13,442.0,433.73,436.44,7578.8900694
2016-02-28,423.0,436.07,433.09,433.73,5149.93009024
2016-02-27,430.14,434.97,430.84,433.12,5520.65526894
2016-02-26,419.53,430.85,423.51,430.85,6782.03746528
2016-02-25,418.6,426.44,423.87,423.54,6049.81811526
2016-02-24,410.0,425.6,420.32,423.94,7232.28236528
2016-02-23,414.16,440.9,437.45,419.97,9159.03224463
2016-02-22,430.95,439.0,438.56,437.55,5131.79988328
2016-02-21,426.01,448.7,438.04,438.56,7111.14458641
2016-02-20,420.09,444.03,420.72,437.46,9368.59512888
2016-02-19,416.0,422.0,421.18,420.72,5800.21753183
2016-02-18,415.01,423.2,415.18,421.19,6518.6376118
2016-02-17,405.69,420.13,407.41,415.2,8707.1340027
2016-02-16,390.0,407.5,398.94,407.42,5649.43557069
2016-02-15,394.03,409.09,406.62,398.95,6568.48538284
2016-02-14,391.0,406.92,391.0,406.59,7557.25485027
2016-02-13,381.99,396.0,382.05,391.0,5978.85647171
2016-02-12,377.46,382.05,378.23,382.05,6162.21762337
2016-02-11,360.0,379.5,378.49,378.23,10413.06371586
2016-02-10,371.87,383.34,372.76,378.44,9736.03682475
2016-02-09,370.13,374.93,371.02,372.68,8424.5942075
2016-02-08,370.5,379.35,377.47,371.14,7094.20857777
2016-02-07,373.24,379.81,375.44,377.49,4164.50911131
2016-02-06,370.05,384.54,384.44,375.44,6276.66473729
2016-02-05,382.99,389.36,387.99,384.5,7443.92933224
2016-02-04,368.74,390.63,368.87,387.99,8887.7572324
2016-02-03,365.63,373.01,372.93,368.87,7147.95657328
2016-02-02,371.17,374.41,371.33,372.93,6856.21815799
2016-02-01,366.26,379.0,367.89,371.33,7931.22922922
2016-01-31,365.0,382.5,378.46,367.95,5506.77681302
2016-01-30,375.0,382.04,378.68,378.46,4154.2964224
2016-01-29,363.25,385.05,379.63,378.68,12105.31043689
2016-01-28,377.12,395.0,394.6,379.61,9103.71549887
2016-01-27,390.7,397.18,391.7,394.79,6324.16419027
2016-01-26,387.78,397.0,391.4,391.54,6981.00990035
2016-01-25,386.41,403.04,403.04,391.4,6491.99981186
2016-01-24,387.49,406.93,387.5,403.05,3550.83177183
2016-01-23,382.55,398.72,382.93,387.5,6310.0300222
2016-01-22,373.86,413.99,409.02,382.9,13430.10303924
2016-01-21,403.21,424.78,418.89,409.38,8739.16341887
2016-01-20,369.0,425.1,375.28,418.54,13874.69165931
2016-01-19,370.0,385.5,384.79,375.27,8133.36701034
2016-01-18,370.1,386.1,378.47,384.89,8711.45975604
2016-01-17,372.0,391.0,388.7,378.46,8278.40179348
2016-01-16,350.92,391.0,357.59,388.7,17985.23878449
2016-01-15,357.3,430.29,430.04,357.53,28641.67358553
2016-01-14,428.0,435.27,432.7,430.03,5673.63296245
2016-01-13,425.0,437.5,434.01,432.77,9009.15070912
2016-01-12,431.83,449.44,449.26,434.01,6596.94545292
2016-01-11,445.88,452.65,449.99,449.19,5597.63718315
2016-01-10,442.96,451.39,450.39,449.99,3954.32239952
2016-01-09,447.66,456.0,454.41,450.38,4247.63965095
2016-01-08,447.53,464.4,459.07,454.44,8347.0950396
2016-01-07,430.64,460.15,430.66,459.07,13907.20172902
2016-01-06,428.15,433.46,433.32,430.87,5476.95995944
2016-01-05,430.0,435.64,433.84,433.34,5150.10947569
2016-01-04,431.37,435.79,431.9,433.85,5894.44572317
2016-01-03,425.02,435.75,435.4,431.91,3904.33531811
2016-01-02,432.41,437.56,435.67,435.4,3276.70962113
2016-01-01,427.92,437.15,430.35,435.66,3863.27745054
2015-12-31,419.04,434.0,427.9,430.35,6480.69357368
2015-12-30,422.35,434.99,433.89,427.95,4884.61572961
2015-12-29,419.31,433.9,421.94,433.89,6387.09713856
2015-12-28,418.0,429.9,424.73,421.94,6929.61799486
2015-12-27,410.02,429.85,419.41,424.72,5568.9768396
2015-12-26,410.0,458.29,455.82,419.41,13505.23264845
2015-12-25,450.01,458.99,455.74,455.84,3482.66051175
2015-12-24,442.42,460.0,442.43,455.74,6860.23753086
2015-12-23,428.29,445.11,433.94,442.43,7571.53072722
2015-12-22,432.58,442.0,436.85,433.92,6659.30196893
2015-12-21,424.66,444.44,442.36,436.81,6845.94120366
2015-12-20,430.0,461.3,461.29,442.22,8376.43335291
2015-12-19,451.58,465.6,463.14,461.29,6991.38436346
2015-12-18,453.28,465.1,455.5,463.17,5045.11002465
2015-12-17,446.01,456.33,453.96,455.5,6291.40394102
2015-12-16,440.0,464.73,464.5,453.97,35979.12462
2017-08-06,3150.0,3278.42,3243.5,3222.22,8666.20078218
2017-08-05,2857.34,3335.0,2857.34,3243.49,21614.60061123
2017-08-04,2760.0,2877.79,2787.05,2857.34,7714.98047973
2017-08-03,2699.89,2799.0,2699.9,2787.02,7425.95745626
2017-08-02,2650.0,2758.06,2731.6,2699.9,8422.27537735
2017-08-01,2676.01,2925.0,2856.89,2732.59,9772.96947501
2017-07-31,2700.0,2900.0,2723.99,2856.88,11462.1802407
2017-07-30,2500.0,2739.98,2700.2,2723.99,8460.182768
2017-07-29,2656.0,2790.99,2786.07,2700.21,9860.13224068
2017-07-28,2655.55,2825.11,2664.99,2786.07,17189.24674204
2017-07-27,2514.1,2686.2,2525.98,2664.99,10034.52706572
2017-07-26,2403.0,2614.0,2564.0,2525.99,13019.03454142
2017-07-25,2449.69,2782.44,2761.68,2564.0,19195.82260736
2017-07-24,2726.8,2799.2,2755.19,2762.26,8105.64511248
2017-07-23,2691.0,2848.0,2825.27,2754.28,10194.97475019
2017-07-22,2646.95,2869.88,2661.05,2825.27,12225.61763679
2017-07-21,2608.27,2880.0,2873.45,2657.45,23062.18542954
2017-07-20,2258.99,2957.0,2258.99,2873.48,36509.30587417
2017-07-19,2216.0,2396.0,2307.48,2258.99,18567.47611252
2017-07-18,2134.37,2393.43,2235.14,2308.15,23795.59414253
2017-07-17,1909.58,2238.07,1911.79,2235.19,21436.7645371
2017-07-16,1758.2,2043.94,1964.33,1911.78,21740.89274035
2017-07-15,1964.31,2224.82,2217.02,1964.31,16334.68864717
2017-07-14,2150.0,2349.28,2340.0,2217.24,13549.1778099
2017-07-13,2308.14,2416.79,2384.35,2340.0,9541.53943311
2017-07-12,2250.0,2415.0,2310.0,2383.42,13834.47197463
2017-07-11,2265.0,2410.0,2330.93,2310.01,15670.55064724
2017-07-10,2250.0,2523.0,2508.0,2331.05,15554.0050949
2017-07-09,2500.0,2579.84,2560.84,2508.99,5647.43426949
2017-07-08,2471.22,2563.5,2501.15,2561.11,7869.88131277
2017-07-07,2472.0,2607.61,2604.89,2501.15,11640.78157115
2017-07-06,2580.69,2623.54,2616.96,2604.84,8207.99657687
2017-07-05,2551.06,2630.24,2602.0,2616.96,10183.63010323
2017-07-04,2542.18,2636.1,2542.41,2602.0,10680.56522172
2017-07-03,2479.75,2584.78,2515.37,2542.41,10045.8328211
2017-07-02,2385.0,2545.0,2424.08,2516.66,9098.28919886
2017-07-01,2400.0,2515.0,2455.19,2423.63,8448.08879856
2017-06-30,2446.2,2554.01,2531.16,2455.19,11860.9594359
2017-06-29,2506.1,2591.98,2553.13,2530.0,9048.16102048
2017-06-28,2457.0,2605.0,2573.22,2553.12,16240.95462101
2017-06-27,2264.0,2575.75,2407.91,2575.75,22151.51962082
2017-06-26,2258.34,2563.9,2505.61,2407.91,20262.76215295
2017-06-25,2430.05,2625.0,2574.86,2505.61,13739.17133582
2017-06-24,2503.05,2718.37,2690.76,2574.84,12808.47796498
2017-06-23,2665.0,2743.0,2679.93,2690.76,9674.14014661
2017-06-22,2598.0,2724.69,2643.33,2679.99,12179.55378226
2017-06-21,2559.51,2781.59,2725.11,2643.35,18065.09195302
2017-06-20,2585.42,2776.95,2596.99,2725.08,19230.12622071
2017-06-19,2481.92,2597.0,2515.25,2596.98,13928.55868512
2017-06-18,2455.01,2670.0,2634.94,2515.25,13831.60864849
2017-06-17,2413.96,2679.24,2480.44,2634.94,17601.3141096
2017-06-16,2287.84,2524.65,2409.98,2480.43,21891.95771822
2017-06-15,2050.0,2525.0,2432.21,2409.98,42025.04188091
2017-06-14,2330.0,2827.0,2709.02,2432.21,28257.13485767
2017-06-13,2649.47,2798.99,2654.36,2709.01,19716.97419151
2017-06-12,2463.89,2999.99,2998.98,2655.71,38941.18214331
2017-06-11,2881.0,2998.99,2931.16,2998.98,16295.4930364
2017-06-10,2801.25,2942.04,2811.37,2931.15,18734.85190549
2017-06-09,2786.2,2861.58,2799.76,2811.39,11440.33561555
2017-06-08,2611.41,2808.78,2690.02,2799.73,13453.68915971
2017-06-07,2598.7,2885.0,2871.29,2685.64,19476.18369094
2017-06-06,2674.69,2938.55,2698.0,2871.29,28609.64698371
2017-06-05,2517.02,2698.0,2521.43,2698.0,13599.76890434
2017-06-04,2469.98,2556.1,2548.3,2521.36,13820.79309963
2017-06-03,2448.0,2599.0,2478.99,2548.05,13441.88879769
2017-06-02,2379.44,2478.99,2419.98,2478.99,12890.65884371
2017-06-01,2302.0,2488.0,2303.61,2419.99,21390.33504326
2017-05-31,2173.8,2338.91,2191.6,2303.29,21726.930856
2017-05-30,2112.31,2336.88,2279.18,2191.58,20915.9999948
2017-05-29,2141.12,2357.86,2237.0,2279.48,16926.34457276
2017-05-28,2099.86,2342.99,2099.99,2232.78,18342.68197108
2017-05-27,1913.19,2353.35,2276.46,2099.99,32466.17123427
2017-05-26,2052.01,2683.18,2362.17,2272.7,31755.902624
2017-05-25,2226.86,2806.0,2432.96,2355.0,37194.83761353
2017-05-24,2266.51,2474.69,2272.74,2432.97,24659.73425375
2017-05-23,2100.86,2283.0,2123.29,2272.75,17640.94851589
2017-05-22,1975.0,2298.0,2056.99,2123.29,29431.53634619
2017-05-21,1988.6,2102.68,2058.89,2057.0,17762.48439112
2017-05-20,1970.04,2059.0,1976.22,2058.91,13176.28271359
2017-05-19,1890.73,1980.0,1899.47,1976.23,18971.77074076
2017-05-18,1800.0,1900.0,1813.23,1899.16,11391.00937384
2017-05-17,1745.05,1840.0,1777.49,1813.23,13813.22143771
2017-05-16,1690.14,1777.76,1747.81,1777.48,11414.50874225
2017-05-15,1702.42,1802.99,1799.98,1747.81,10191.85424893
2017-05-14,1763.33,1829.0,1791.7,1799.99,6806.48511914
2017-05-13,1610.0,1792.96,1695.56,1792.73,12379.99373457
2017-05-12,1651.01,1838.0,1837.98,1695.61,16527.80375242
2017-05-11,1770.95,1889.0,1794.95,1837.93,15726.10460336
2017-05-10,1691.3,1799.99,1720.24,1794.99,13458.24717656
2017-05-09,1630.0,1794.7,1712.99,1720.43,19878.9688314
2017-05-08,1608.0,1713.0,1611.1,1713.0,15894.92006435
2017-05-07,1563.87,1618.31,1585.49,1609.57,11737.5699792
2017-05-06,1551.3,1598.89,1551.3,1585.39,9367.70501254
2017-05-05,1535.11,1630.0,1561.47,1551.3,16888.18805884
2017-05-04,1482.06,1665.0,1533.0,1563.39,26721.20592273
2017-05-03,1453.68,1533.0,1471.79,1533.0,16319.00509692
2017-05-02,1426.51,1492.93,1436.5,1471.99,12031.58419061
2017-05-01,1370.98,1466.69,1384.55,1436.5,16992.30099696
2017-04-30,1334.02,1394.51,1364.98,1384.55,10543.183517
2017-04-29,1335.64,1369.5,1352.96,1365.43,9669.26577868
2017-04-28,1300.2,1381.01,1349.77,1353.34,14008.47741677
2017-04-27,1295.39,1360.0,1297.56,1349.26,10484.92361594
2017-04-26,1279.5,1320.0,1281.18,1298.44,9597.58080942
2017-04-25,1256.16,1287.0,1256.65,1281.16,8117.86793375
2017-04-24,1246.31,1261.16,1251.91,1257.29,5906.25903817
2017-04-23,1236.2,1254.0,1246.79,1251.98,5023.52597801
2017-04-22,1221.51,1253.0,1249.98,1247.0,6147.34768133
2017-04-21,1236.15,1258.77,1236.15,1249.99,6669.14516894
2017-04-20,1212.01,1240.6,1214.22,1236.15,7747.22509693
2017-04-19,1191.09,1215.32,1201.88,1214.21,6273.61537614
2017-04-18,1189.76,1206.65,1190.95,1201.94,6269.90926487
2017-04-17,1170.85,1197.6,1177.63,1189.91,6548.06656297
2017-04-16,1171.7,1189.93,1178.84,1177.99,3084.52503854
2017-04-15,0.06,1190.99,1173.13,1178.85,3972.00314582
2017-04-14,1170.14,1196.92,1177.05,1173.74,5666.3149436
2017-04-13,1148.98,1219.49,1214.68,1177.05,9426.5374569
2017-04-12,1209.61,1227.86,1224.0,1214.17,6494.15156162
2017-04-11,1200.0,1234.0,1210.0,1223.99,5481.08329834
2017-04-10,1201.0,1219.78,1210.99,1210.0,5644.96147616
2017-04-09,1175.8,1221.0,1184.5,1210.97,5819.87128162
2017-04-08,1170.0,1198.0,1194.0,1184.5,4423.10758142
2017-04-07,1175.26,1203.0,1192.29,1194.0,6984.36797928
2017-04-06,1132.98,1206.97,1132.99,1192.3,11233.49672084
2017-04-05,1114.9,1144.99,1143.98,1132.99,8705.92018413
2017-04-04,1124.98,1164.14,1152.09,1143.99,8960.55337266
2017-04-03,1112.24,1168.72,1113.23,1152.6,12694.07860904
2017-04-02,1080.0,1119.0,1092.0,1113.99,7882.35425504
2017-04-01,1071.45,1110.95,1088.99,1092.0,6726.97042802
2017-03-31,1038.11,1094.49,1042.32,1088.99,11274.0990776
2017-03-30,1022.0,1052.94,1043.09,1042.34,8312.81365608
2017-03-29,1005.77,1058.16,1045.54,1043.27,8676.30276913
2017-03-28,1016.25,1069.39,1042.27,1045.4,9055.35196409
2017-03-27,961.1,1045.9,973.97,1042.08,10235.89059265
2017-03-26,943.9,1005.0,963.72,973.08,9504.75859053
2017-03-25,890.05,973.99,933.93,963.72,16665.09971431
2017-03-24,920.1,1030.3,1025.13,934.87,19003.40525575
2017-03-23,1013.0,1057.41,1038.94,1025.14,7782.58744987
2017-03-22,985.17,1114.96,1114.42,1034.57,14577.910023502238
2017-03-21,1042.68,1120.0,1046.75,1114.42,12493.158303386517
2017-03-20,1011.0,1051.97,1019.1,1044.96,8919.41542151
2017-03-19,961.59,1062.92,970.0,1019.49,13518.38951375
2017-03-18,919.44,1096.0,1068.78,970.0,23968.77126486
2017-03-17,1065.74,1175.11,1175.11,1069.57,19222.89558418
2017-03-16,1117.77,1277.27,1263.55,1175.11,16599.28971021
2017-03-15,1240.0,1264.55,1247.43,1263.0,7273.3089643
2017-03-14,1213.55,1262.0,1245.5,1247.42,7464.25969536
2017-03-13,1206.0,1249.0,1235.27,1245.49,9584.41601345
2017-03-12,1150.0,1244.0,1188.11,1235.58,6729.15133551
2017-03-11,1107.0,1219.0,1111.92,1188.11,10281.23814954
2017-03-10,956.85,1360.0,1197.3,1109.01,25699.70747898
2017-03-09,1131.11,1214.95,1150.22,1197.3,8524.46513332
2017-03-08,1128.0,1246.0,1237.36,1150.22,13024.97292998
2017-03-07,1050.0,1288.0,1284.99,1237.36,10811.13480336
2017-03-06,1268.78,1288.0,1278.63,1284.99,4763.57331155
2017-03-05,1247.11,1278.99,1273.94,1278.98,3996.81717973
2017-03-04,1226.41,1294.48,1293.06,1273.97,6385.03090633
2017-03-03,1255.61,1294.99,1269.17,1292.86,8290.63821009
2017-03-02,1220.0,1298.61,1230.0,1269.17,8940.28335112
2017-03-01,1085.71,1230.0,1194.53,1230.0,8122.93568298
2017-02-28,1179.64,1214.94,1195.84,1195.08,6720.38236942
2017-02-27,1176.0,1198.99,1184.91,1195.81,5776.45621667
2017-02-26,1130.88,1187.33,1157.98,1184.91,4454.44399496
2017-02-25,1110.0,1189.49,1186.91,1158.0,6033.90242829
2017-02-24,1103.32,1221.93,1185.81,1186.91,12746.94744846
2017-02-23,1128.22,1197.0,1129.87,1186.9,7574.4599592
2017-02-22,1104.9,1140.0,1129.67,1128.71,6035.82346759
2017-02-21,1081.95,1132.95,1089.98,1128.29,7487.52401771
2017-02-20,1051.36,1095.0,1059.88,1089.82,4434.4419852
2017-02-19,1051.26,1067.78,1062.14,1059.88,3025.41424506
2017-02-18,1055.6,1073.8,1057.29,1062.15,3934.74788542
2017-02-17,1036.29,1064.6,1038.95,1057.3,6334.69845378
2017-02-16,1013.02,1041.88,1014.58,1038.94,5996.29323251
2017-02-15,1007.66,1016.0,1013.92,1014.53,4494.35016842
2017-02-14,992.27,1018.97,1002.88,1013.92,5910.49032795
